
"Date", "Numbers", "Winners", "Total Payout"
"8/7/2000","9063 Evening","291","$33,000"
"8/6/2000","5077 Evening","141","$87,800"
"8/5/2000","3055 Evening","249","$89,100"
"8/4/2000","9034 Evening","377","$61,400"
"8/3/2000","6895 Evening","413","$89,900"
"8/2/2000","7273 Evening","226","$85,500"
"8/1/2000","6169 Evening","359","$103,900"
"7/31/2000","7586 Evening","553","$103,100"
"7/30/2000","2694 Evening","343","$72,800"
"7/29/2000","7924 Evening","394","$64,000"
"7/28/2000","3753 Evening","306","$94,400"
"7/27/2000","5085 Evening","157","$74,500"
"7/26/2000","3359 Evening","138","$65,900"
"7/25/2000","5011 Evening","462","$143,100"
"7/24/2000","0997 Evening","126","$40,800"
"7/23/2000","3784 Evening","346","$83,100"
"7/22/2000","2892 Evening","227","$78,300"
"7/21/2000","0727 Evening","298","$129,500"
"7/20/2000","5113 Evening","362","$150,300"
"7/19/2000","2216 Evening","355","$137,200"
"7/18/2000","4098 Evening","292","$85,100"
"7/17/2000","5836 Evening","452","$83,300"
"7/16/2000","6664 Evening","90","$78,207"
"7/15/2000","4223 Evening","382","$153,100"
"7/14/2000","7610 Evening","804","$217,300"
"7/13/2000","6636 Evening","121","$93,078"
"7/12/2000","9115 Evening","880","$256,900"
"7/11/2000","2598 Evening","352","$81,600"
"7/10/2000","1346 Evening","439","$127,400"
"7/9/2000","1754 Evening","428","$121,500"
"7/8/2000","5339 Evening","190","$91,500"
"7/7/2000","0756 Evening","440","$97,300"
"7/6/2000","8581 Evening","212","$61,900"
"7/5/2000","9871 Evening","764","$144,100"
"7/4/2000","3261 Evening","572","$107,000"
"7/3/2000","6987 Evening","745","$119,300"
"7/2/2000","2135 Evening","797","$153,700"
"7/1/2000","6250 Evening","463","$92,200"
"6/30/2000","4625 Evening","562","$113,900"
"6/29/2000","0790 Evening","222","$81,600"
"6/28/2000","2630 Evening","396","$93,200"
"6/27/2000","7464 Evening","169","$55,600"
"6/26/2000","1756 Evening","456","$191,800"
"6/25/2000","4471 Evening","247","$91,300"
"6/24/2000","2236 Evening","276","$131,800"
"6/23/2000","9991 Evening","1280","$1,063,933"
"6/22/2000","1042 Evening","938","$466,400"
"6/21/2000","7988 Evening","161","$73,000"
"6/20/2000","2344 Evening","268","$118,100"
"6/19/2000","9906 Evening","127","$45,600"
"6/18/2000","5868 Evening","145","$58,100"
"6/17/2000","7191 Evening","562","$172,600"
"6/16/2000","5656 Evening","251","$192,900"
"6/15/2000","0801 Evening","649","$171,200"
"6/14/2000","3604 Evening","377","$79,100"
"6/13/2000","4432 Evening","251","$81,800"
"6/12/2000","8445 Evening","130","$37,000"
"6/11/2000","2952 Evening","176","$76,800"
"6/10/2000","3804 Evening","340","$67,600"
"6/9/2000","3738 Evening","205","$111,000"
"6/8/2000","1981 Evening","604","$343,900"
"6/7/2000","2910 Evening","849","$194,000"
"6/6/2000","9466 Evening","141","$112,100"
"6/5/2000","3890 Evening","336","$210,400"
"6/4/2000","6060 Evening","169","$186,500"
"6/3/2000","5825 Evening","224","$83,700"
"6/2/2000","3730 Evening","237","$109,100"
"6/1/2000","6824 Evening","724","$123,100"
"5/31/2000","0288 Evening","204","$48,000"
"5/30/2000","5994 Evening","189","$67,300"
"5/29/2000","4267 Evening","467","$82,100"
"5/28/2000","3746 Evening","340","$50,200"
"5/27/2000","7165 Evening","394","$96,000"
"5/26/2000","1748 Evening","488","$140,600"
"5/25/2000","2967 Evening","374","$83,400"
"5/24/2000","6992 Evening","147","$56,000"
"5/23/2000","3800 Evening","228","$183,600"
"5/22/2000","4422 Evening","543","$344,800"
"5/21/2000","4397 Evening","409","$139,900"
"5/20/2000","4763 Evening","492","$216,800"
"5/19/2000","1794 Evening","863","$144,200"
"5/18/2000","8780 Evening","159","$55,300"
"5/17/2000","6121 Evening","455","$137,800"
"5/16/2000","0593 Evening","280","$85,900"
"5/15/2000","6056 Evening","158","$74,900"
"5/14/2000","9370 Evening","311","$57,500"
"5/13/2000","3291 Evening","696","$118,500"
"5/12/2000","5645 Evening","278","$105,100"
"5/11/2000","6079 Evening","340","$52,400"
"5/10/2000","8546 Evening","344","$70,900"
"5/9/2000","6314 Evening","566","$85,100"
"5/8/2000","2937 Evening","350","$56,900"
"5/7/2000","4970 Evening","271","$42,800"
"5/6/2000","1422 Evening","464","$159,300"
"5/5/2000","2537 Evening","677","$161,900"
"5/4/2000","7847 Evening","195","$60,000"
"5/3/2000","4506 Evening","372","$78,900"
"5/2/2000","1383 Evening","649","$195,000"
"5/1/2000","5779 Evening","184","$70,300"
"4/30/2000","7528 Evening","324","$50,700"
"4/29/2000","6208 Evening","440","$68,700"
"4/28/2000","7515 Evening","312","$148,500"
"4/27/2000","6216 Evening","405","$131,400"
"4/26/2000","3138 Evening","219","$85,400"
"4/25/2000","2604 Evening","800","$190,600"
"4/24/2000","3415 Evening","677","$130,900"
"4/23/2000","3433 Evening","127","$139,276"
"4/22/2000","7656 Evening","196","$62,900"
"4/21/2000","5053 Evening","277","$113,800"
"4/20/2000","4839 Evening","401","$71,200"
"4/19/2000","0204 Evening","428","$136,100"
"4/18/2000","8976 Evening","943","$309,100"
"4/17/2000","2022 Evening","384","$404,625"
"4/16/2000","3364 Evening","194","$50,800"
"4/15/2000","3504 Evening","717","$127,000"
"4/14/2000","0030 Evening","375","$280,016"
"4/13/2000","1618 Evening","284","$130,300"
"4/12/2000","9466 Evening","171","$66,200"
"4/11/2000","7061 Evening","714","$98,500"
"4/10/2000","2359 Evening","445","$107,400"
"4/9/2000","0462 Evening","868","$158,000"
"4/8/2000","0240 Evening","506","$141,600"
"4/7/2000","4024 Evening","368","$95,900"
"4/6/2000","2615 Evening","655","$162,800"
"4/5/2000","7166 Evening","245","$87,400"
"4/4/2000","5322 Evening","433","$123,700"
"4/3/2000","5740 Evening","432","$134,100"
"4/2/2000","5163 Evening","495","$91,300"
"4/1/2000","0167 Evening","636","$128,400"
"3/31/2000","2734 Evening","505","$112,600"
"3/30/2000","6288 Evening","223","$130,000"
"3/29/2000","1621 Evening","530","$200,400"
"3/28/2000","2069 Evening","377","$83,700"
"3/27/2000","9716 Evening","620","$112,200"
"3/26/2000","8102 Evening","534","$85,200"
"3/25/2000","9850 Evening","362","$57,600"
"3/24/2000","8699 Evening","179","$80,400"
"3/23/2000","0395 Evening","323","$53,600"
"3/22/2000","4777 Evening","207","$242,404"
"3/21/2000","9096 Evening","157","$64,300"
"3/20/2000","2397 Evening","354","$98,900"
"3/19/2000","8283 Evening","170","$41,600"
"3/18/2000","4270 Evening","497","$109,500"
"3/17/2000","2244 Evening","632","$522,100"
"3/16/2000","0214 Evening","959","$151,400"
"3/15/2000","2495 Evening","410","$105,000"
"3/14/2000","2357 Evening","521","$161,300"
"3/13/2000","1374 Evening","543","$200,300"
"3/12/2000","3030 Evening","405","$533,000"
"3/11/2000","1370 Evening","668","$146,500"
"3/10/2000","0152 Evening","1178","$165,700"
"3/9/2000","9285 Evening","419","$73,700"
"3/8/2000","9748 Evening","331","$66,200"
"3/7/2000","5461 Evening","537","$113,000"
"3/6/2000","2621 Evening","477","$154,700"
"3/5/2000","1666 Evening","315","$314,388"
"3/4/2000","6007 Evening","216","$90,200"
"3/3/2000","5380 Evening","670","$142,700"
"3/2/2000","6835 Evening","532","$91,000"
"3/1/2000","2384 Evening","498","$137,000"
"2/29/2000","4524 Evening","281","$121,100"
"2/28/2000","0435 Evening","816","$109,300"
"2/27/2000","0497 Evening","271","$28,900"
"2/26/2000","2116 Evening","554","$193,000"
"2/25/2000","0635 Evening","491","$68,600"
"2/24/2000","7988 Evening","190","$58,500"
"2/23/2000","5231 Evening","671","$105,900"
"2/22/2000","5749 Evening","373","$59,100"
"2/21/2000","5199 Evening","681","$195,000"
"2/20/2000","1857 Evening","456","$90,800"
"2/19/2000","6108 Evening","374","$83,200"
"2/18/2000","8903 Evening","337","$62,600"
"2/17/2000","3314 Evening","341","$154,800"
"2/16/2000","1916 Evening","589","$329,500"
"2/15/2000","5720 Evening","510","$105,000"
"2/14/2000","8161 Evening","317","$144,400"
"2/13/2000","9157 Evening","779","$138,500"
"2/12/2000","3119 Evening","484","$132,600"
"2/11/2000","4745 Evening","264","$94,700"
"2/10/2000","4689 Evening","473","$182,300"
"2/9/2000","7306 Evening","347","$51,500"
"2/8/2000","1387 Evening","484","$177,500"
"2/7/2000","2791 Evening","784","$182,800"
"2/6/2000","0647 Evening","311","$65,000"
"2/5/2000","6837 Evening","403","$125,200"
"2/4/2000","3890 Evening","369","$120,400"
"2/3/2000","9565 Evening","194","$84,200"
"2/2/2000","2712 Evening","615","$239,900"
"2/1/2000","1237 Evening","655","$215,000"
"1/31/2000","1747 Evening","321","$250,000"
"1/30/2000","9685 Evening","243","$40,500"
"1/29/2000","0554 Evening","218","$63,900"
"1/28/2000","4084 Evening","342","$123,500"
"1/27/2000","5399 Evening","224","$68,900"
"1/26/2000","8831 Evening","239","$79,200"
"1/25/2000","3032 Evening","254","$102,000"
"1/24/2000","5166 Evening","189","$76,500"
"1/23/2000","1967 Evening","473","$331,400"
"1/22/2000","8912 Evening","656","$105,600"
"1/21/2000","4777 Evening","231","$232,770"
"1/20/2000","1017 Evening","615","$484,500"
"1/19/2000","1241 Evening","596","$238,400"
"1/18/2000","7449 Evening","222","$291,200"
"1/17/2000","4005 Evening","278","$95,300"
"1/16/2000","3433 Evening","170","$247,350"
"1/15/2000","8175 Evening","453","$85,600"
"1/14/2000","8114 Evening","371","$106,400"
"1/13/2000","4607 Evening","306","$64,600"
"1/12/2000","3443 Evening","434","$276,600"
"1/11/2000","6868 Evening","317","$559,900"
"1/10/2000","3998 Evening","202","$73,400"
"1/9/2000","8872 Evening","143","$46,900"
"1/8/2000","1840 Evening","563","$158,100"
"1/7/2000","5939 Evening","247","$90,400"
"1/6/2000","7979 Evening","287","$302,200"
"1/5/2000","2295 Evening","290","$127,300"
"1/4/2000","4943 Evening","187","$61,100"
"1/3/2000","3865 Evening","460","$98,000"
"1/2/2000","8095 Evening","308","$76,500"
"1/1/2000","4022 Evening","284","$93,600"
"12/31/1999","4525 Evening","352","$197,800"
"12/30/1999","7300 Evening","242","$135,500"
"12/29/1999","7613 Evening","487","$103,500"
"12/28/1999","5049 Evening","394","$118,600"
"12/27/1999","4829 Evening","303","$84,400"
"12/26/1999","7335 Evening","200","$73,000"
"12/25/1999","1452 Evening","543","$156,100"
"12/24/1999","1349 Evening","886","$195,000"
"12/23/1999","3402 Evening","546","$133,600"
"12/22/1999","6416 Evening","243","$77,300"
"12/21/1999","2520 Evening","382","$177,500"
"12/20/1999","3640 Evening","356","$129,000"
"12/19/1999","0640 Evening","198","$75,000"
"12/18/1999","2566 Evening","182","$73,800"
"12/17/1999","7779 Evening","170","$218,939"
"12/16/1999","6710 Evening","605","$93,500"
"12/15/1999","8437 Evening","348","$83,300"
"12/14/1999","0805 Evening","194","$64,800"
"12/13/1999","0104 Evening","565","$161,600"
"12/12/1999","1048 Evening","379","$113,500"
"12/11/1999","4954 Evening","206","$69,700"
"12/10/1999","9114 Evening","865","$258,300"
"12/9/1999","0403 Evening","272","$101,200"
"12/8/1999","7695 Evening","557","$134,200"
"12/7/1999","2698 Evening","287","$65,100"
"12/6/1999","0959 Evening","142","$46,500"
"12/5/1999","6107 Evening","509","$80,800"
"12/4/1999","7905 Evening","348","$81,300"
"12/3/1999","9685 Evening","491","$79,400"
"12/2/1999","1721 Evening","768","$266,900"
"12/1/1999","8477 Evening","197","$58,100"
"11/30/1999","7610 Evening","447","$90,500"
"11/29/1999","9092 Evening","192","$76,900"
"11/28/1999","8678 Evening","138","$38,600"
"11/27/1999","0136 Evening","636","$89,700"
"11/26/1999","6316 Evening","252","$85,300"
"11/25/1999","8578 Evening","196","$78,200"
"11/24/1999","3777 Evening","201","$233,211"
"11/23/1999","5808 Evening","151","$69,300"
"11/22/1999","5938 Evening","399","$85,300"
"11/21/1999","0657 Evening","380","$48,000"
"11/20/1999","3095 Evening","357","$154,600"
"11/19/1999","9491 Evening","593","$166,200"
"11/18/1999","8157 Evening","705","$131,000"
"11/17/1999","4848 Evening","272","$241,800"
"11/16/1999","5781 Evening","426","$67,300"
"11/15/1999","5769 Evening","441","$81,100"
"11/14/1999","1002 Evening","926","$392,400"
"11/13/1999","7165 Evening","514","$97,300"
"11/12/1999","7930 Evening","435","$151,400"
"11/11/1999","9547 Evening","437","$76,700"
"11/10/1999","4593 Evening","395","$91,500"
"11/9/1999","6097 Evening","417","$73,400"
"11/8/1999","4828 Evening","322","$147,200"
"11/7/1999","7963 Evening","312","$58,100"
"11/6/1999","4153 Evening","1255","$179,500"
"11/5/1999","1543 Evening","637","$129,500"
"11/4/1999","6365 Evening","211","$78,800"
"11/3/1999","1687 Evening","444","$78,900"
"11/2/1999","4509 Evening","416","$56,800"
"11/1/1999","8671 Evening","357","$52,300"
"10/31/1999","5621 Evening","551","$78,300"
"10/30/1999","6256 Evening","198","$72,500"
"10/29/1999","6959 Evening","222","$73,700"
"10/28/1999","3831 Evening","243","$102,100"
"10/27/1999","6661 Evening","448","$538,169"
"10/26/1999","3667 Evening","177","$101,200"
"10/25/1999","2671 Evening","581","$125,700"
"10/24/1999","3615 Evening","419","$84,900"
"10/23/1999","9281 Evening","649","$95,600"
"10/22/1999","6703 Evening","377","$68,600"
"10/21/1999","1564 Evening","541","$130,900"
"10/20/1999","5384 Evening","443","$82,800"
"10/19/1999","8918 Evening","389","$111,800"
"10/18/1999","1444 Evening","332","$431,289"
"10/17/1999","6459 Evening","590","$316,900"
"10/16/1999","6459 Evening","423","$123,500"
"10/15/1999","1266 Evening","383","$173,100"
"10/14/1999","1031 Evening","1105","$605,400"
"10/13/1999","2155 Evening","413","$156,300"
"10/12/1999","6420 Evening","630","$157,200"
"10/11/1999","5740 Evening","337","$100,300"
"10/10/1999","4862 Evening","621","$105,700"
"10/9/1999","0241 Evening","998","$123,500"
"10/8/1999","3043 Evening","260","$118,800"
"10/7/1999","3528 Evening","523","$151,300"
"10/6/1999","4614 Evening","244","$69,900"
"10/5/1999","3983 Evening","204","$68,900"
"10/4/1999","7004 Evening","240","$79,100"
"10/3/1999","2218 Evening","367","$113,700"
"10/2/1999","7540 Evening","397","$79,500"
"10/1/1999","6410 Evening","674","$177,300"
"9/30/1999","2631 Evening","736","$120,800"
"9/29/1999","9465 Evening","360","$54,100"
"9/28/1999","1676 Evening","230","$83,800"
"9/27/1999","7217 Evening","289","$135,400"
"9/26/1999","9629 Evening","184","$63,400"
"9/25/1999","6131 Evening","314","$131,700"
"9/24/1999","2224 Evening","255","$323,552"
"9/23/1999","5726 Evening","460","$115,800"
"9/22/1999","8282 Evening","371","$280,900"
"9/21/1999","5451 Evening","234","$79,200"
"9/20/1999","3882 Evening","229","$80,100"
"9/19/1999","9311 Evening","451","$151,500"
"9/18/1999","2710 Evening","1578","$376,200"
"9/17/1999","8057 Evening","346","$53,600"
"9/16/1999","0101 Evening","2163","$1,164,800"
"9/15/1999","2399 Evening","201","$92,900"
"9/14/1999","2242 Evening","147","$180,761"
"9/13/1999","7681 Evening","339","$43,600"
"9/12/1999","6247 Evening","423","$101,900"
"9/11/1999","3263 Evening","290","$106,500"
"9/10/1999","6961 Evening","442","$117,200"
"9/9/1999","7726 Evening","228","$98,400"
"9/8/1999","6221 Evening","423","$143,700"
"9/7/1999","7097 Evening","164","$44,600"
"9/6/1999","5681 Evening","400","$87,500"
"9/5/1999","0867 Evening","286","$40,100"
"9/4/1999","5338 Evening","219","$79,300"
"9/3/1999","6433 Evening","275","$97,400"
"9/2/1999","7510 Evening","537","$110,200"
"9/1/1999","5388 Evening","210","$65,200"
"8/31/1999","4246 Evening","254","$89,800"
"8/30/1999","8785 Evening","158","$76,900"
"8/29/1999","3077 Evening","161","$74,000"
"8/28/1999","5088 Evening","204","$85,600"
"8/27/1999","2207 Evening","302","$143,500"
"8/26/1999","9413 Evening","1226","$184,700"
"8/25/1999","0149 Evening","618","$92,100"
"8/24/1999","4558 Evening","191","$59,800"
"8/23/1999","6661 Evening","190","$221,023"
"8/22/1999","3566 Evening","145","$57,100"
"8/21/1999","2213 Evening","522","$226,900"
"8/20/1999","6012 Evening","803","$123,600"
"8/19/1999","6700 Evening","180","$91,800"
"8/18/1999","6506 Evening","149","$49,700"
"8/17/1999","7805 Evening","287","$64,200"
"8/16/1999","2683 Evening","364","$89,100"
"8/15/1999","3890 Evening","236","$64,000"
"8/14/1999","0264 Evening","663","$121,800"
"8/13/1999","4026 Evening","623","$137,700"
"8/12/1999","7573 Evening","221","$74,300"
"8/11/1999","1977 Evening","399","$457,900"
"8/10/1999","9689 Evening","152","$100,000"
"8/9/1999","2006 Evening","273","$110,900"
"8/8/1999","4688 Evening","173","$53,900"
"8/7/1999","1984 Evening","744","$358,200"
"8/6/1999","6233 Evening","264","$89,000"
"8/5/1999","3159 Evening","1024","$168,300"
"8/4/1999","2589 Evening","408","$151,600"
"8/3/1999","0184 Evening","613","$89,900"
"8/2/1999","1690 Evening","704","$167,200"
"8/1/1999","2956 Evening","378","$87,000"
"7/31/1999","9082 Evening","371","$62,100"
"7/30/1999","3821 Evening","633","$146,800"
"7/29/1999","8879 Evening","210","$68,600"
"7/28/1999","0468 Evening","380","$83,000"
"7/27/1999","1904 Evening","668","$179,200"
"7/26/1999","5713 Evening","570","$130,800"
"7/25/1999","7650 Evening","328","$88,900"
"7/24/1999","1630 Evening","536","$117,700"
"7/23/1999","6345 Evening","1180","$207,400"
"7/22/1999","4527 Evening","512","$117,300"
"7/21/1999","6771 Evening","289","$137,700"
"7/20/1999","2281 Evening","408","$133,700"
"7/19/1999","4438 Evening","247","$130,000"
"7/18/1999","2248 Evening","258","$150,500"
"7/17/1999","1884 Evening","304","$154,100"
"7/16/1999","8359 Evening","410","$70,600"
"7/15/1999","7048 Evening","281","$59,200"
"7/14/1999","6564 Evening","230","$82,400"
"7/13/1999","6136 Evening","221","$76,200"
"7/12/1999","3865 Evening","442","$128,800"
"7/11/1999","5634 Evening","792","$148,500"
"7/10/1999","6560 Evening","190","$57,300"
"7/9/1999","8779 Evening","220","$62,900"
"7/8/1999","4378 Evening","441","$125,900"
"7/7/1999","5674 Evening","696","$155,800"
"7/6/1999","4899 Evening","137","$44,000"
"7/5/1999","4306 Evening","345","$54,200"
"7/4/1999","2009 Evening","211","$94,400"
"7/3/1999","4364 Evening","233","$78,500"
"7/2/1999","6060 Evening","264","$249,400"
"7/1/1999","9924 Evening","236","$78,800"
"6/30/1999","5020 Evening","498","$200,000"
"6/29/1999","0825 Evening","467","$86,400"
"6/28/1999","7429 Evening","453","$99,400"
"6/27/1999","0966 Evening","162","$54,000"
"6/26/1999","1422 Evening","568","$289,900"
"6/25/1999","5034 Evening","697","$266,300"
"6/24/1999","8829 Evening","150","$48,300"
"6/23/1999","5162 Evening","501","$75,100"
"6/22/1999","6169 Evening","327","$117,500"
"6/21/1999","8853 Evening","189","$75,400"
"6/20/1999","9923 Evening","145","$54,600"
"6/19/1999","7469 Evening","365","$77,800"
"6/18/1999","9748 Evening","385","$64,800"
"6/17/1999","0283 Evening","404","$59,800"
"6/16/1999","9597 Evening","145","$66,900"
"6/15/1999","0812 Evening","731","$111,900"
"6/14/1999","8035 Evening","379","$76,100"
"6/13/1999","8999 Evening","132","$158,677"
"6/12/1999","3457 Evening","509","$132,600"
"6/11/1999","4841 Evening","272","$90,100"
"6/10/1999","0087 Evening","180","$73,200"
"6/9/1999","9569 Evening","199","$60,800"
"6/8/1999","5361 Evening","507","$82,200"
"6/7/1999","6190 Evening","695","$124,500"
"6/6/1999","5650 Evening","146","$53,300"
"6/5/1999","5991 Evening","707","$180,700"
"6/4/1999","1976 Evening","876","$557,600"
"6/3/1999","4684 Evening","200","$91,200"
"6/2/1999","4615 Evening","513","$101,100"
"6/1/1999","4160 Evening","603","$188,900"
"5/31/1999","8158 Evening","214","$75,900"
"5/30/1999","5232 Evening","292","$83,500"
"5/29/1999","3481 Evening","567","$109,500"
"5/28/1999","7538 Evening","578","$116,300"
"5/27/1999","1138 Evening","327","$186,600"
"5/26/1999","5002 Evening","405","$110,000"
"5/25/1999","8400 Evening","201","$135,200"
"5/24/1999","2049 Evening","454","$116,800"
"5/23/1999","1835 Evening","531","$127,700"
"5/22/1999","4391 Evening","968","$184,600"
"5/21/1999","4591 Evening","1053","$191,800"
"5/20/1999","6755 Evening","257","$78,800"
"5/19/1999","7674 Evening","211","$63,000"
"5/18/1999","4609 Evening","308","$74,900"
"5/17/1999","7787 Evening","146","$136,256"
"5/16/1999","2429 Evening","196","$72,700"
"5/15/1999","9735 Evening","556","$86,000"
"5/14/1999","2358 Evening","590","$161,200"
"5/13/1999","7351 Evening","782","$145,300"
"5/12/1999","2610 Evening","687","$229,200"
"5/11/1999","9808 Evening","161","$44,900"
"5/10/1999","0345 Evening","585","$108,800"
"5/9/1999","7256 Evening","418","$78,300"
"5/8/1999","7770 Evening","294","$345,299"
"5/7/1999","9145 Evening","1153","$161,700"
"5/6/1999","6274 Evening","581","$128,500"
"5/5/1999","3075 Evening","488","$93,700"
"5/4/1999","3650 Evening","448","$119,200"
"5/3/1999","9454 Evening","243","$94,300"
"5/2/1999","7386 Evening","412","$61,700"
"5/1/1999","6270 Evening","472","$111,800"
"4/30/1999","6232 Evening","331","$109,800"
"4/29/1999","1122 Evening","1588","$1,103,800"
"4/28/1999","8155 Evening","253","$76,300"
"4/27/1999","0260 Evening","283","$81,700"
"4/26/1999","5375 Evening","201","$70,600"
"4/25/1999","1510 Evening","466","$252,500"
"4/24/1999","7550 Evening","182","$92,400"
"4/23/1999","6934 Evening","565","$100,700"
"4/22/1999","8136 Evening","515","$79,100"
"4/21/1999","3196 Evening","766","$119,900"
"4/20/1999","9209 Evening","188","$60,100"
"4/19/1999","2878 Evening","151","$72,500"
"4/18/1999","0397 Evening","258","$32,200"
"4/17/1999","3230 Evening","264","$140,300"
"4/16/1999","8737 Evening","190","$63,400"
"4/15/1999","8583 Evening","199","$59,300"
"4/14/1999","0471 Evening","707","$121,800"
"4/13/1999","3132 Evening","371","$147,000"
"4/12/1999","3490 Evening","369","$100,000"
"4/11/1999","2842 Evening","196","$70,400"
"4/10/1999","9356 Evening","472","$60,300"
"4/9/1999","4511 Evening","410","$141,000"
"4/8/1999","8556 Evening","209","$65,500"
"4/7/1999","1789 Evening","662","$151,700"
"4/6/1999","3275 Evening","584","$166,400"
"4/5/1999","7922 Evening","331","$100,800"
"4/4/1999","1065 Evening","625","$155,600"
"4/3/1999","6543 Evening","926","$197,800"
"4/2/1999","2246 Evening","372","$192,000"
"4/1/1999","9254 Evening","544","$106,900"
"3/31/1999","9210 Evening","974","$182,500"
"3/30/1999","6339 Evening","252","$126,400"
"3/29/1999","2414 Evening","354","$171,600"
"3/28/1999","3214 Evening","1661","$260,000"
"3/27/1999","0739 Evening","407","$64,800"
"3/26/1999","1326 Evening","778","$201,000"
"3/25/1999","7000 Evening","290","$561,963"
"3/24/1999","1101 Evening","784","$870,240"
"3/23/1999","3889 Evening","174","$58,900"
"3/22/1999","2458 Evening","460","$114,800"
"3/21/1999","5198 Evening","666","$125,700"
"3/20/1999","5150 Evening","443","$189,100"
"3/19/1999","9195 Evening","788","$196,900"
"3/18/1999","0059 Evening","302","$100,800"
"3/17/1999","0454 Evening","250","$75,700"
"3/16/1999","5572 Evening","230","$79,900"
"3/15/1999","0709 Evening","158","$53,200"
"3/14/1999","9782 Evening","370","$83,500"
"3/13/1999","8670 Evening","361","$66,700"
"3/12/1999","3416 Evening","768","$147,500"
"3/11/1999","1482 Evening","800","$127,700"
"3/10/1999","0749 Evening","378","$65,600"
"3/9/1999","7035 Evening","477","$87,400"
"3/8/1999","0816 Evening","568","$119,900"
"3/7/1999","2521 Evening","500","$180,200"
"3/6/1999","9378 Evening","441","$76,900"
"3/5/1999","9762 Evening","545","$97,800"
"3/4/1999","5710 Evening","636","$120,400"
"3/3/1999","3288 Evening","196","$70,600"
"3/2/1999","0169 Evening","792","$157,700"
"3/1/1999","9858 Evening","206","$88,200"
"2/28/1999","6956 Evening","158","$43,200"
"2/27/1999","1895 Evening","963","$263,500"
"2/26/1999","7156 Evening","684","$115,700"
"2/25/1999","7438 Evening","494","$91,600"
"2/24/1999","9817 Evening","711","$140,200"
"2/23/1999","9536 Evening","527","$114,200"
"2/22/1999","8869 Evening","166","$69,200"
"2/21/1999","1994 Evening","528","$269,600"
"2/20/1999","9405 Evening","512","$118,300"
"2/19/1999","7307 Evening","237","$70,200"
"2/18/1999","8148 Evening","251","$114,100"
"2/17/1999","2555 Evening","167","$229,746"
"2/16/1999","5959 Evening","227","$261,000"
"2/15/1999","8129 Evening","772","$116,400"
"2/14/1999","0133 Evening","410","$122,200"
"2/13/1999","3267 Evening","622","$145,800"
"2/12/1999","0197 Evening","605","$110,400"
"2/11/1999","3945 Evening","512","$87,600"
"2/10/1999","4569 Evening","423","$89,500"
"2/9/1999","6369 Evening","229","$96,300"
"2/8/1999","8212 Evening","423","$121,900"
"2/7/1999","1592 Evening","860","$134,800"
"2/6/1999","9710 Evening","674","$162,600"
"2/5/1999","4274 Evening","303","$114,500"
"2/4/1999","8346 Evening","735","$128,600"
"2/3/1999","4375 Evening","569","$132,700"
"2/2/1999","5910 Evening","957","$152,400"
"2/1/1999","8438 Evening","337","$90,200"
"1/31/1999","9557 Evening","140","$44,000"
"1/30/1999","7840 Evening","379","$98,900"
"1/29/1999","4355 Evening","362","$152,900"
"1/28/1999","3870 Evening","412","$80,500"
"1/27/1999","4608 Evening","355","$64,900"
"1/26/1999","3054 Evening","556","$118,600"
"1/25/1999","6062 Evening","206","$77,600"
"1/24/1999","3216 Evening","555","$104,900"
"1/23/1999","3490 Evening","401","$158,200"
"1/22/1999","6233 Evening","270","$86,800"
"1/21/1999","2898 Evening","165","$56,700"
"1/20/1999","7563 Evening","566","$93,800"
"1/19/1999","4620 Evening","559","$131,300"
"1/18/1999","7500 Evening","206","$129,100"
"1/17/1999","2638 Evening","347","$74,500"
"1/16/1999","0761 Evening","457","$72,000"
"1/15/1999","5741 Evening","766","$178,200"
"1/14/1999","1925 Evening","1030","$453,200"
"1/13/1999","0142 Evening","741","$120,100"
"1/12/1999","8095 Evening","326","$56,400"
"1/11/1999","7558 Evening","216","$87,500"
"1/10/1999","9463 Evening","431","$67,400"
"1/9/1999","4291 Evening","1043","$191,800"
"1/8/1999","6460 Evening","180","$61,200"
"1/7/1999","3140 Evening","656","$144,800"
"1/6/1999","9042 Evening","467","$79,000"
"1/5/1999","2588 Evening","231","$111,000"
"1/4/1999","1996 Evening","449","$316,100"
"1/3/1999","1912 Evening","659","$365,300"
"1/2/1999","5869 Evening","462","$73,800"
"1/1/1999","7957 Evening","190","$67,500"
"12/31/1998","8310 Evening","672","$130,100"
"12/30/1998","5568 Evening","180","$80,500"
"12/29/1998","2433 Evening","399","$149,900"
"12/28/1998","8132 Evening","577","$88,600"
"12/27/1998","5513 Evening","230","$90,500"
"12/26/1998","4181 Evening","303","$94,600"
"12/25/1998","1954 Evening","770","$518,100"
"12/24/1998","8382 Evening","207","$70,300"
"12/23/1998","3646 Evening","281","$143,000"
"12/22/1998","6200 Evening","323","$157,300"
"12/21/1998","9614 Evening","794","$135,000"
"12/20/1998","7240 Evening","467","$84,100"
"12/19/1998","1465 Evening","539","$124,800"
"12/18/1998","6192 Evening","855","$137,900"
"12/17/1998","6866 Evening","113","$96,984"
"12/16/1998","6185 Evening","444","$83,400"
"12/15/1998","2486 Evening","840","$135,800"
"12/14/1998","2437 Evening","500","$98,800"
"12/13/1998","6387 Evening","349","$51,500"
"12/12/1998","2185 Evening","754","$168,000"
"12/11/1998","5135 Evening","364","$159,800"
